id;title;price;rooms;bathrooms;size;parking_space;type;number;neighborhood_name;population;houses;area;street_name;zip_code;flood_quota;latitude;longitude;modality_name;company_name
9646;Casa para Alugar em Blumenau no bairro Itoupava Norte;2500.0;3;1;100.0;1;casa;100;Itoupava Norte;15648;5258;5.0;Rua Roseli Schoenau;89053-075;;-26.8779871;-49.0798036;locação;portal_imoveis
9647;Lote/Terreno à Venda em Blumenau no bairro Salto do Norte;2300000.0;0;0;6928.8;10;loteterreno;1437;Salto Do Norte;8441;2779;7.0;Rua Pomerode;89065-301;14.75;-26.8785312;-49.1012611;venda;portal_imoveis
9672;Casa à Venda em Blumenau no bairro Testo Salto;449900.0;3;2;585.38;2;casa;440;Testo Salto;7065;2135;15.0;Rua Rudolfo Kienen;89074-410;;-26.8510996;-49.1463182;venda;portal_imoveis
9674;Lote/Terreno à Venda em Blumenau no bairro Escola Agrícola;5489000.0;0;0;4075.0;0;loteterreno;85;Vila Nova;9962;3884;2.0;Rua Benjamin Constant;89037-502;12.1;-26.8948773;-49.0987164;venda;portal_imoveis
9675;Apartamento à Venda em Blumenau no bairro Itoupava Seca;259000.0;1;1;66.86;1;apartamento;150;Itoupava Seca;4464;1616;3.0;Rua Teresopolis;89030-110;14.75;-26.904098;-49.0807824;venda;portal_imoveis
9676;Lote/Terreno à Venda em Blumenau no bairro Vila Nova;930000.0;0;0;539.0;1;loteterreno;2419;Vila Nova;9962;3884;2.0;Rua Benjamin Constant;89037-502;12.1;-26.8948773;-49.0987164;venda;portal_imoveis
9678;Lote/Terreno à Venda em Blumenau no bairro Itoupavazinha;245000.0;0;0;303.0;0;loteterreno;;Itoupavazinha;17560;5358;12.0;Rua Francisca Krenkel;89070-535;;-26.8604559;-49.1219664;venda;portal_imoveis
9704;Lote/Terreno à Venda em Blumenau no bairro Velha;599000.0;0;0;330.0;0;loteterreno;;Velha;15373;5470;6.0;Rua Jaragua;89036-400;15.4;-26.9175762;-49.0917647;venda;portal_imoveis
9705;Lote/Terreno à Venda em Blumenau no bairro Testo Salto;270000.0;0;0;398.44;0;loteterreno;440;Testo Salto;7065;2135;15.0;Rua Rudolfo Kienen;89074-410;;-26.8510996;-49.1463182;venda;portal_imoveis
9706;Lote/Terreno para Alugar em Blumenau no bairro Escola Agrícola;2500.0;0;0;400.0;0;loteterreno;57;Escola Agricola;12145;3906;4.0;Rua Ernesto Jensem;89031-245;;-27.2998051;-49.628929;locação;portal_imoveis
9707;Apartamento à Venda em Blumenau no bairro Vila Nova;528061.0;2;1;85.4;1;apartamento;54;Escola Agricola;12145;3906;4.0;Rua Sao Manoel;89037-625;;-26.9035809;-49.0971173;venda;portal_imoveis
9708;Casa para Alugar em Blumenau no bairro Vorstadt;5800.0;4;2;169.44;2;casa;1715;Vorstadt;4269;1690;4.0;Rua Itajai;89015-208;17.3;-26.9116961;-49.0469884;locação;portal_imoveis
9709;Lote/Terreno para Alugar em Blumenau no bairro Vila Nova;10000.0;0;0;800.0;0;loteterreno;128;Vila Nova;9962;3884;2.0;Rua Joinville;89035-200;13.6;-26.9085016;-49.0822647;locação;portal_imoveis
9710;Lote/Terreno para Alugar em Blumenau no bairro Vila Nova;6000.0;0;0;540.0;0;loteterreno;16;Vila Nova;9962;3884;2.0;Rua Nilo Pecanha;89035-260;;-26.9046336;-49.087186;locação;portal_imoveis
9737;Casa à Venda em Blumenau no bairro Badenfurt;1200000.0;3;2;7015.0;2;casa;1725;Badenfurt;8650;2753;12.0;Rua Heinrich Hemmer;89070-272;18.95;-26.8820467;-49.1224641;venda;portal_imoveis
9738;Casa à Venda em Blumenau no bairro Vorstadt;790000.0;3;4;193.47;4;casa;23;Vorstadt;4269;1690;4.0;Rua Humaita;89015-280;;-26.9132525;-49.0480271;venda;portal_imoveis
9740;Apartamento à Venda em Blumenau no bairro Velha;267000.0;1;1;39.0;1;apartamento;64;Velha;15373;5470;6.0;Rua Araras;89036-452;;-26.9238492;-49.0917702;venda;portal_imoveis
9741;Lote/Terreno à Venda em Blumenau no bairro Itoupava Norte;555000.0;0;0;480.0;0;loteterreno;;Itoupava Norte;15648;5258;5.0;Rua Otto Mordhorst;89053-610;11.45;-26.8734257;-49.0849878;venda;portal_imoveis
9770;Apartamento para Alugar em Blumenau no bairro Velha Central;1300.0;2;1;60.0;0;apartamento;177;Velha Central;18779;6119;7.0;Rua Hermann Barthel;89046-560;;-26.9316332;-49.1478673;locação;portal_imoveis
9771;Apartamento à Venda em Blumenau no bairro Escola Agrícola;300000.0;3;1;90.0;1;apartamento;207;Escola Agricola;12145;3906;4.0;Rua Doutor Paulo Aldinger;89037-690;;-26.8922135;-49.0983306;venda;portal_imoveis
9772;Casa para Alugar em Blumenau no bairro Badenfurt;3500.0;3;3;377.0;2;casa;50;Badenfurt;8650;2753;12.0;Rua Selma Becker;89070-351;;-26.8838878;-49.1349692;locação;portal_imoveis
9773;Casa para Alugar em Blumenau no bairro Itoupava Central;2200.0;2;2;120.0;2;casa;11949;Itoupava Central;28164;8715;45.0;Rua Doutor Pedro Zimmermann;89095-000;;-26.7674501;-49.0800116;locação;portal_imoveis
9775;Apartamento à Venda em Blumenau no bairro Água Verde;250000.0;3;2;102.53;1;apartamento;269;Agua Verde;16186;5526;5.0;Rua Trombudo Central;89041-480;;-26.9135665;-49.1164143;venda;portal_imoveis
9776;Apartamento para Alugar em Blumenau no bairro Centro;2000.0;2;1;74.0;1;apartamento;63;Velha;15373;5470;6.0;Rua Rio Do Sul;89036-020;13.3;-27.0402804;-49.3963133;locação;portal_imoveis
9777;Apartamento à Venda em Blumenau no bairro Itoupava Seca;879000.0;3;2;143.0;2;apartamento;255;Itoupava Seca;4464;1616;3.0;Rua Iguape;89030-112;14.25;-26.9052032;-49.0809125;venda;portal_imoveis
9804;Sobrado à Venda em Blumenau no bairro Ponta Aguda;730000.0;3;4;150.0;2;sobrado;;Ponta Aguda;9880;3233;7.0;Rua Edmundo Da Silva Pozes;89050-205;;-26.9071351;-49.0467399;venda;portal_imoveis
9805;Sobrado à Venda em Blumenau no bairro Ponta Aguda;745000.0;3;4;156.0;2;sobrado;;Ponta Aguda;9880;3233;7.0;Rua Edmundo Da Silva Pozes;89050-205;;-26.9071351;-49.0467399;venda;portal_imoveis
9807;Casa à Venda em Blumenau no bairro Velha Central;380000.0;3;2;300.0;3;casa;298;Velha Central;18779;6119;7.0;Rua Grecia;89046-633;;-26.9402675;-49.1523091;venda;portal_imoveis
9836;Casa à Venda em Blumenau no bairro Água Verde;690000.0;3;2;796.8;2;casa;50;Agua Verde;16186;5526;5.0;Rua Joaquina Soares;89041-540;;-26.9104445;-49.1191786;venda;portal_imoveis
9838;Apartamento à Venda em Blumenau no bairro Bom Retiro;2650000.0;3;5;490.0;3;apartamento;93;Bom Retiro;1117;407;1.0;Rua Hermann Hering;89010-600;;-26.9259164;-49.0683484;venda;portal_imoveis
9839;Lote/Terreno à Venda em Blumenau no bairro Fortaleza;285000.0;0;0;387.31;0;loteterreno;89;Fortaleza;13196;4212;5.0;Rua Artur Correa;89056-164;;-26.8724037;-49.0740274;venda;portal_imoveis
9840;Casa para Alugar em Blumenau no bairro Ribeirão Fresco;1150.0;2;1;75.0;1;casa;659;Ribeirao Fresco;1587;513;1.0;Rua Pastor Oswald Hesse;89015-100;;-26.9279792;-49.0390287;locação;portal_imoveis
9841;Casa para Alugar em Blumenau no bairro Itoupava Central;2700.0;2;2;508.0;2;casa;370;Itoupava Central;28164;8715;45.0;Rua Carlos Zuelow;89069-090;;-26.8053166;-49.0888479;locação;portal_imoveis
9842;Lote/Terreno à Venda em Blumenau no bairro Vorstadt;279000.0;0;0;1200.0;0;loteterreno;1860;Vorstadt;4269;1690;4.0;Rua Itajai;89015-208;17.3;-26.9116961;-49.0469884;venda;portal_imoveis
9843;Sobrado à Venda em Blumenau no bairro Itoupava Norte;410000.0;2;3;92.37;2;sobrado;73;Itoupava Norte;15648;5258;5.0;Rua Santa Cruz;89053-145;;-26.8806388;-49.0755442;venda;portal_imoveis
9844;Sobrado à Venda em Blumenau no bairro Itoupava Norte;510000.0;3;1;122.87;2;sobrado;73;Itoupava Norte;15648;5258;5.0;Rua Santa Cruz;89053-145;;-26.8806388;-49.0755442;venda;portal_imoveis
9845;Casa à Venda em Blumenau no bairro Bom Retiro;680000.0;4;2;1465.55;3;casa;349;Bom Retiro;1117;407;1.0;Rua Augusto Otte;89010-680;;-26.9259373;-49.074553;venda;portal_imoveis
9846;Casa para Alugar em Blumenau no bairro Salto Weissbach;6500.0;3;2;500.0;4;casa;4468;Agua Verde;16186;5526;5.0;Rua General Osorio;89032-239;;-26.909049;-49.1246971;locação;portal_imoveis
9848;Casa à Venda em Blumenau no bairro Velha;600000.0;3;2;463.43;1;casa;1025;Agua Verde;16186;5526;5.0;Rua General Osorio;89032-239;;-26.909049;-49.1246971;venda;portal_imoveis
9851;Apartamento para Alugar em Blumenau no bairro Fortaleza;800.0;1;1;34.35;1;apartamento;1481;Fortaleza;13196;4212;5.0;Rua Fritz Koegler;89056-101;19.75;-26.8703023;-49.0726174;locação;portal_imoveis
9852;Apartamento à Venda em Blumenau no bairro Salto Weissbach;255000.0;3;2;111.0;1;apartamento;5800;Salto Weissbach;5213;1556;4.0;Rua Bahia;89032-525;14.8;-26.8867411;-49.0937241;venda;portal_imoveis
9853;Casa à Venda em Blumenau no bairro Salto Weissbach;410000.0;2;1;360.0;2;casa;19;Salto Weissbach;5213;1556;4.0;Rua Fernandes Marques Brinhosa;89032-138;;-26.9005326;-49.1285643;venda;portal_imoveis
9869;Apartamento à Venda em Blumenau no bairro Jardim Blumenau;1100000.0;3;4;178.25;3;apartamento;129;Jardim Blumenau;2855;1004;1.0;Rua Coronel Vidal Ramos;89010-330;10.5;-26.9258216;-49.0628314;venda;portal_imoveis
